博主,ID,发布时间,页码,链接,正文
雪月霜,381233383,2026-03-26 11:55,1/1478,https://xueqiu.com/1505944393/381233383,首先你买矿跟赌博差不多，到底储量对不对，有的可能更多，有的可能根本就不是，上亿资产老板，因为买矿被套进去的多了去了，这还没算市场，当初有多少老板看铁矿价格高去买铁矿，然后市场崩盘了，直接资产归零，因为矿亏损开采时间长了谁都撑不住，多少钱都不够往里面扔的，停了之后虽然不会亏损，但是重启成本可是很高的
雪月霜,381213454,2026-03-26 10:55,1/1478,https://xueqiu.com/1505944393/381213454,我说过不清楚情况不要乱动，我换是有原因的，实际上我主换的也不是华友，而是某个头部企业，华友是一季度报会非常不错
雪月霜,381211718,2026-03-26 10:55,1/1478,https://xueqiu.com/1505944393/381211718,我只是换了谈不上卖飞吧
雪月霜,381174309,2026-03-26 07:55,1/1478,https://xueqiu.com/1505944393/381174309,央企应该不会破产倒闭吧
雪月霜,381173988,2026-03-26 07:55,2/1478,https://xueqiu.com/1505944393/381173988,$天山股份(SZ000877)$$金隅集团(SH601992)$ 天山股份从24年开始亏损，去年亏损60～70亿，金隅集团实际上从23年就开始亏损了，只是母公司通过调剂呗做到刚刚盈亏平衡，今年预亏9～12亿，请问还能亏几年，在过2年行业低迷，某些企业都要出大问题
雪月霜,381173497,2026-03-26 07:55,2/1478,https://xueqiu.com/1505944393/381173497,$金隅集团(SH601992)$ 这不是稳定要连续亏损三年吗
雪月霜,381172899,2026-03-26 07:55,2/1478,https://xueqiu.com/1505944393/381172899,$海螺水泥(SH600585)$ 如果连续2年不反转，请问隔壁的天山和金隅还能撑得住吗？所以行业无论如何28年都能反转了，天山和金隅可是行业产能第一和第三
雪月霜,381172135,2026-03-26 07:55,2/1478,https://xueqiu.com/1505944393/381172135,上市头部企业估值太高了，给的都是高成长企业估值，非常不合理
雪月霜,381170296,2026-03-26 06:55,2/1478,https://xueqiu.com/1505944393/381170296,$海螺水泥(SH600585)$ 最讽刺的话，就是同样的东西需要反复的说不断的说，当初在碳酸锂不断强调确实目前行业困难时候才有低估值，看不清准确反转时间很正常，我也不确定，但是当你都看清楚时候，估值还是那个估值吗
雪月霜,381169729,2026-03-26 06:55,2/1478,https://xueqiu.com/1505944393/381169729,连续三个季度以上出现利润停止下滑，说明企业大体上不会更坏了，这说明到底部了，估值趋势跟分红没有关系，而是跟利润趋势，虽然更高的分红可以提升估值但是核心还是利润变动，你说的财务数据这种有用但是没多大意义，那是行业内选择企业用的，不是选行业用的，行业不看个别企业财务数据，而是整体，实际上行业大于企业，实际上核心是水泥何时反转，最后海螺从企业角度是行业内最优秀的企业，这一点也不需要质疑 连续三个季度以上出现利润停止下滑，说明企业大体上不会更坏了，这说明到底部了，估值趋势跟分红没有关系，而是跟利润趋势，虽然更高的分红可以提升估值但是核心还是利润变动，你说的财务数据这种有用但是没多大意义，那是行业内选择企业用的，不是选行业用的，行业不看个别企业财务数据，而是整体...
