博主,ID,发布时间,页码,链接,正文
黑色面包,384646765,2026-04-20 04:16,1/70,https://xueqiu.com/9507152383/384646765,"其实不光是光啦，我记得我2012年夏天在鸟不拉屎的爱达荷州的博伊西市的一家闪存公司实习，做表面分析实验室的人工智能研究和GUI设计；我们那年夏天有一个给实习生的培训，这个培训里恰好有一个章节叫做企业金融。我当时是个正儿八经的工程师，这种培训内容肯定是一只耳朵进，一只耳朵出。培训的人给我们详细地讲解了这个行业的整合趋势，玩家变得越来越少（一年后，这个玩家收购了行业里另一个主要玩家，Elpida），还提到了3D NAND Gate，我觉得这个设计好有意思，好精妙。那天吃午饭的时候我把这个逻辑讲给我老板听，说咱们公司的股票是不是可以买一点？毕竟这个小镇上，很多就业机会都是咱们公司提供的，去哪里就餐甚至Night Club都会有折扣。 老板语重心长地和我说，他在这个行业里久了，大起大落看得多了，有好得多的投资，还是不要碰这个公司的股票了。然后他和我解释了很多，重资本，强周期，低回报率。更要命的是，这个同质化的产品，下游还会要求你年年降价。这哪里算是个好生意模式呀… 还有个有意思的，虽然股票起起落落十几年如一日（华尔街最讨厌的股票之一），CEO日子过得不错，当年四月开私人飞机坠机挂了… 他说的这些可能到如今依然在我脑子里，我也从来没有买过一股这个公司的股票。 从那时候到现在，这家公司差不多翻了100倍（10,000%）。 $美光科技(MU)$"
黑色面包,384646274,2026-04-20 03:27,1/70,https://xueqiu.com/9507152383/384646274,再看看自己在2023年下半年花了一整个月系统研究$Coherent(COHR)$ ，$Lumentum控股(LITE)$ ，和$nLIGHT(LASR)$ 这些光学设备行业公司的文章，切入点是一个周期性事件（疫情后的去化周期），但其实自己是踩在一个金矿上而不自知。后来这些公司是十倍十几倍的涨幅，是可以让财富跨越好几级的，但却完完整整地错过了。可能一个比较大的问题是对于变化不够敏锐，可能是没有在24年看到后来AI会有多大的催化作用。 就像我文章中分析的，其实COHR是一个很好的逻辑，因为碳化硅的业务当时已经值他的市值了，这是符合我理念中的，“主业便宜，期权免费”的大逻辑的；但我在给另一家基金路演的时候还是因为COHR偏执决定持续过往糟糕的资本配置而给了否决票（尽管即便不知道AI，他的赔率也是好的），我觉得资本配置是作为一个“合伙人”重要的一点，但事实是，在代际性的范式迁移下，当时的基本面和管理层的资本配置的理念，是多么的不值一提。 投资很多时候有多个维度，不同时间点，某一个维度的观点是最重要的，抓住那个维度，剩下的应该是非常轻松的，水到渠成的。看一些前辈的文章，我会感叹为什么他们明明和网易，腾讯走得那么近，却最终错过。当自己也经历过这样的事之后，当自己在一个硕大的金矿里挖了一个月，最后决定这个矿里没有黄金而转身离开，就能慢慢明白。人终究，只能赚到认知里的钱。看到变化，看到那个”奇点”，I still need to figure out how to do that. 再看看自己在2023年下半年花了一整个月系统研究$Coherent(COHR)$ ，$Lumentum控股(LITE)$ ，和$nLIGHT(LASR)$ 这些光学设备行业公司的文章，切入点是一个周期性事件（疫情后的去化周期），但其实自己是踩在一个金矿上而不自知。后来这些公司是十倍十几倍的涨幅，是可以让财富跨越好几级的，但却完...
黑色面包,384098615,2026-04-16 08:23,1/70,https://xueqiu.com/9507152383/384098615,“据悉，WZRD采用的策略与Benedict管理数十亿美元资金时所依赖的交易策略相同。其投资组合将涵盖股票、ETF、期权等多种资产类别，并可能投资于美债等固定收益证券。” Didn’t age well.. 读Market Wizard的时候对Larry Benedict印象还挺深，40多年的交易经历，某一个交易就赚了2500万美金，08年金融危机赚了9500万美金，被拜伦杂志评为”#1 Trader”. 今天一天$机会主义交易者ETF(WZRD)$ 跌了12%，是因为做空了$Allbirds(BIRD)$ 吗 看4月13日的持仓，不理解是什么敞口会导致这样的回撤？ YTD -45%… Since launch -50%… “据悉，WZRD采用的策略与Benedict管理数十亿美元资金时所依赖的交易策略相同。其投资组合将涵盖股票、ETF、期权等多种资产类别，并可能投资于美债等固定收益证券。” Didn’t age well.. 读Market Wizard的时候对Larry Benedict印象还挺深，40多年的交易经历，某一个交易就赚了2500万美金，08...
黑色面包,383796698,2026-04-14 13:32,1/70,https://xueqiu.com/9507152383/383796698,百感交集，为老同学/老朋友深深感到高兴，打个call，加油  还记得9年前朋友参加MIT 100K的时候，第一个mock presentation，自己有幸作为当时有一点点微不足道的创业经验的评委，给出了第一轮反馈。后来朋友的团队连续斩获100K和哈佛创业大赛两个第一名。 而后这短短不到十年，何等天翻地覆的变化，营收过亿，估值接近百亿，400多个专利，这中间无数的波折，中美，疫情，工作地点和员工国籍的二选一，和两地奔波无数次国际航班和时差颠倒，让我有幸亲眼见证，每一个成功的企业家背后，要承担多大的非人的压力，又有着多少看不见的心血，付出，和不眠之夜。Deepest Respect  百感交集，为老同学/老朋友深深感到高兴，打个call，加油  还记得9年前朋友参加MIT 100K的时候，第一个mock presentation，自己有幸作为当时有一点点微不足道的创业经验的评委，给出了第一轮反馈。后来朋友的团队连续斩获100K和哈佛创业大赛两个第一...
黑色面包,383723327,2026-04-14 05:03,1/70,https://xueqiu.com/9507152383/383723327,谢谢，上周作客YAV，和老友Andrew深入聊了一下$费哲金融服务(FISV)$ 的逻辑。如果看我雪球的帖子的话，podcast本身的增量信息可能不是很多。不是投资建议，仅供参考：网页链接
黑色面包,383113182,2026-04-09 09:25,1/70,https://xueqiu.com/9507152383/383113182,最近在看一家叫三谷商事(MITANI)的日本公司，2001年到2025年涨了2100%多，是个非常标准的复利机器。他的业务有一块比较核心的是外墙吊船，是给建筑做修复工作的。 所以地产不一定非得是增量游戏。当存量足够大，又加以岁月，维修和修复的需求是不可避免的，是一种刚需，而且这种营收是可重复性的(recurrent revenue)。另外一方面在美国遇见的一些离开大陆的华人地产老总大多已经对这个行业彻底绝望了，情绪角度已经够极端了。 不知道国内有什么上市公司是类似三谷商事的，和地产相关，而又是赚的存量的钱？这里头可能会有机会，而且我觉得应该比直接买建造相关的如$海螺水泥(00914)$ ，$信义玻璃(00868)$ 更好。 最近在看一家叫三谷商事(MITANI)的日本公司，2001年到2025年涨了2100%多，是个非常标准的复利机器。他的业务有一块比较核心的是外墙吊船，是给建筑做修复工作的。 所以地产不一定非得是增量游戏。当存量足够大，又加以岁月，维修和修复的需求是不可避免的，是一种刚需，而且这种营收是可重复性...
黑色面包,382091097,2026-04-01 02:17,1/70,https://xueqiu.com/9507152383/382091097,"$伯克希尔-哈撒韦A(BRK.A)$ 连跌了八个交易日，早上看到巴菲特有新的采访了，很惊喜（以为他退休了应该不会再出来了） 网页链接 网页链接 中午买了个盒饭回来边吃边看，就像十年前在学校里刚开始交易自己的个人账户一样。大家都老了十岁，岁月也爬上了女神Becky的脸颊。 看老巴的这期采访，有点读Sam Walton的Made In America的结尾的感觉，""I am still involved with investing decisions""，就像Sam说的，“我太爱自己的企业，我做不到完全放手”，老巴也仍然天天去办公室。As Warren likes to say, ""Habits are too light to be felt, until they're too heavy to be broken"".  也了解了为什么他两次都没有拿住$摩根大通(JPM)$ ，尽管Jamie极其聪明，但每天10万亿的unsecured securities transactions，在危机中当恐慌蔓延的时候，谁知道会发生什么。 $伯克希尔-哈撒韦A(BRK.A)$ 连跌了八个交易日，早上看到巴菲特有新的采访了，很惊喜（以为他退休了应该不会再出来了） 网页链接 网页链接"
黑色面包,381978062,2026-03-31 13:55,1/70,https://xueqiu.com/9507152383/381978062,$昆仑能源(00135)$ 把未来三年的派息比例提高到了50%，同时真金白银开始回购，而$中国通信服务(00552)$ 这个给我第一印象管理比较现代化的公司却宁顽不化，派息比例依然扭扭捏捏，提了1%到43%，丢不丢人啊？账上的现金比市值还高，市值280多亿港币，说是174亿港币在做定期存款，讲出去让人笑掉大牙啊。 接下去看看你们回购还是不回购。这个企业治理实在是和时代背道而行，需要有人给你们曝光一下，给你们施加一点压力啊。 $昆仑能源(00135)$ 把未来三年的派息比例提高到了50%，同时真金白银开始回购，而$中国通信服务(00552)$ 这个给我第一印象管理比较现代化的公司却宁顽不化，派息比例依然扭扭捏捏，提了1%到43%，丢不丢人啊？账上的现金比市值还高，市值280多亿港币，说是174亿港币在做定期存款，讲出去让人笑掉大牙...
黑色面包,381958922,2026-03-31 12:00,1/70,https://xueqiu.com/9507152383/381958922,最让我感动的是这句话：“董事會亦謹此對最近辭世的長期股東 David Webb 先生致以深切哀悼及誠摯謝意。彼長期致力倡導提升 香港企業管治水平，激勵本集團改進實務、提高透明度及加強監管。我們對其貢獻心存感激，並將繼 續致力秉持彼所倡導的高標準。” 心里有股东的管理层 人不会坏。这个小公司，真令人尊敬。 Disclosure: no holding
黑色面包,381553528,2026-03-27 23:40,1/70,https://xueqiu.com/9507152383/381553528,"$能源业ETF-SPDR(XLE)$$ETFMG移动支付ETF-ETFMG(IPAY)$ 这一幕六年前我见过，呈镜像出现。 那年的三四月，油价跌到了负数，还记得三月份川普发了一条状态为了安抚支持他的石油大佬们，说要用战略储备尽可能多地买入原油，""Fill it to the top！"" 然后我默默按了一下计算器，也就是解决很小一段时间的供给而已... 社交媒体上一阵恐慌，甚至有大V说要做空当时30美金/股的康菲石油 ，因为在新的时代，石油注定变成过去时，退出历史的舞台。很多当时的油气公司，按照40-50美金/桶的桶油成本算，都是2-3x的FCF乘数，但市场就是坚决不要碰这些资产，把他们打进尘埃。就连巴菲特都在那年4月的股东大会上异常悲观，”这样的油价，当然意味着很多之前收购进来的土地，都应该被减计掉“，他在10美金/股的价格，清盘了当时为了节约现金流选择以股代息的西方石油公司，没有一丝半点的犹豫。 相反，我那些买了支付的朋友可是乐不思蜀，居家办公加速支付的数字化转型，更大的支付量意味着激增的收入，还记得经济影响付款(stimulus checks)吗？政府发钱，公民用钱，支付公司，收钱，还能有比这个更棒的多头逻辑吗？ 支付公司窜入云霄，Square (现在叫Block)连翻五倍，Cash App加入比特币支付功能，直接低位10x冲上300, Paypal亦然；最让我羡慕的当然还是$PAR Technology(PAR)$ ，一家我欣赏的基金，重仓拿着PAR的股权，从那一年3月低位的10美金，一路蹿升8x到了80多美金，然后他们优雅地逐步卖出这些PAR的股权，那一年，他们的业绩是如此逆天。 而今年的三四月，市场刚好呈现出镜像。 现在油气市场蔓延着“1973 once more""的情绪，大量的FOMO，一批又一批根本在这个行业里没有深耕过的投资者都来咨询我的意见，或许很多参与者也没有听说过""the cure for high oil price is high oil price""这句话。那些倡导新能源，认定旧能源终将死亡的声音悄然退去，黑色黄金重新闪烁在世界之巅。很有意思的是，这批人中有一些，恰恰就是在2020-2021年疯狂追捧支付板块的人。 相反，支付板块被打到尘埃，当时25x，30x甚至更高EV/EBITDA的公司，现在交易到了4x, 6x; 当时按照10x, 20x PS估值的公司，现在交易到了低双，甚至高双位数的自由现金流收益率。而那家让我欣羡不已的基金，则变成了PAR 13%的第一大股东，在暴跌之际根本没法脱身，随着PAR一起坠入深渊，回到了那年3月的大概10美金/股的价格。高商品价格下的消费者衰退，人工智能大规模取代工作造成失业，造成支付量下降；稳定币和天才法案对支付底层基础设施的颠覆；都是非常好听的理由 -- 没有这些理由，又怎么可能有这样的价格。 我还是选择站在市场的对立面，Like Always, And Always Will Be。我不太喜欢愚蠢和过度的情绪，也没法忍受对疯子去妥协。当反复看过所有的事实和数据，聊过无数行业人员和专家后，支付板块确实就是我从业这么多年来，看到过的风险调整后最好的机会。它可能不会像油气行业带给我们那么疯狂的MOIC，但我认为，它让我睡得很香，同时会扎扎实实地成为一张我们的长期饭票。 $能源业ETF-SPDR(XLE)$$ETFMG移动支付ETF-ETFMG(IPAY)$ 这一幕六年前我见过，呈镜像出现。 那年的三四月，油价跌到了负数，还记得三月份川普发了一条状态为了安抚支持他的石油大佬们，说要用战略储备尽可能多地买入原油，""Fill it to the top！"" 然后我默默按了一下计算器，也就..."
柯中,384892601,2026-04-21 11:33,1/104,https://xueqiu.com/5243796549/384892601,关键是6月份即使复产，今年能提供2万吨？关键是拿什么复产，后续流程都还没继续开始。 $赣锋锂业(SZ002460)$$宁德时代(SZ300750)$
柯中,384845110,2026-04-21 09:03,1/104,https://xueqiu.com/5243796549/384845110,所有的因素都在朝着多头发展，这就是现实世界的随机性。且因为机构和卖方对供给太过乐观，预期给的太满，而对需求太过悲观，预期给的很低，才会总是给出过剩的结论。实际上早已经供不应求了。 $赣锋锂业(SZ002460)$$宁德时代(SZ300750)$
柯中,384787178,2026-04-20 20:03,1/104,https://xueqiu.com/5243796549/384787178,从今天华友的业绩说明会上面来看，目前虽然开放了出口，但是流程申请到运输回来的时间略超预期，中间断供是没悬念了。 津巴布韦到货的锂精矿大概4月底开始就陆陆续续没有了，锂精矿加工产能会开始缩减。 碳酸锂的供需错配会更加明显，本来已经供不应求的局面只会更加紧张。 $天齐锂业(SZ002466)$$赣锋锂业(SZ002460)$ 从今天华友的业绩说明会上面来看，目前虽然开放了出口，但是流程申请到运输回来的时间略超预期，中间断供是没悬念了。 津巴布韦到货的锂精矿大概4月底开始就陆陆续续没有了，锂精矿加工产能会开始缩减。 碳酸锂的供需错配会更加明显，本来已经供不应求的局面只会更加紧张。 $天齐锂业(...
柯中,384784776,2026-04-20 19:48,1/104,https://xueqiu.com/5243796549/384784776,今年可以看到100e的预期了，对应估值暂时11倍左右，这个还是碳酸锂价格暂时维持在17.5w的利润，如果碳酸锂后面更高，则利润更高。$天齐锂业(SZ002466)$$宁德时代(SZ300750)$
柯中,384632643,2026-04-19 21:12,1/104,https://xueqiu.com/5243796549/384632643,那都是去年11月份的事情了，年初早已经提高到3250了。目前看是3300 $宁德时代(SZ300750)$
柯中,384601877,2026-04-19 13:21,1/104,https://xueqiu.com/5243796549/384601877,专栏锂电池本周行业更新4-18 1、库存  本周库存+1013，产量+86，见下图： 表虚的位置刚好和2月26日那一周差不多，真假自己判断。 富宝数据：截止4月16日当周碳酸锂产量2.44万吨，较上周+200吨，当周碳酸锂库存约10.07万吨，较上周-162吨。 一个累库+1000多，一个减162，这数据差异成这样，统计的还有什么意义...
柯中,384281469,2026-04-16 23:04,1/104,https://xueqiu.com/5243796549/384281469,有人说点评一下赣锋的业绩预告呗，这里多说几句吧。 实际上现在这个节点不用那么在意当下的业绩，因为可以说赣锋76以下的时候，是给的12-15万吨碳酸锂的预期。那么可以说130以下的赣锋是给的20-22万的碳酸锂预期。 2021年的时候，机构实际上一直预期碳酸锂的价格过不了20w，但是赣锋依然是冲到了前复权158元的高点，2021年当年的动态估值是非常恐怖的。 能给这个估值的关键是因为当时市场的流动性和对未来的增长预期。 那么放到当下也是一样，锂电池是市场上目前唯一一个能确定连续6个季度（从去年的Q3到今年的Q4）同环比都增长的行业，目前在Q1才是这个增长的第三个季度而已。而且到2030年的出货量每年复合增速有望是20%+。那么这样一个高增速的行业给予高于20倍估值是完全合理的，或者更高（毕竟这几年增速更快），也就是行业增速要大于行业估值。 所以这一轮锂矿板块的上涨，一方面是市场开始计价碳酸锂下半年要冲到20-22万的区间，亦或者冲25万的区间做的预期性上涨，一般股价会走在期货前面。 第二点也是最重要的一个点就是当下市场的流动性比2021年要更好一点。那会从21年下半年往后流动性实际上就开始有收紧的预期了。 所以我们可以很确定的就是如果用2021年的流动性锚定2021年20万的碳酸锂给予30倍估值的话，那么现在市场的流动性，同样可以给20万的碳酸锂给予20-25倍的估值是完全合理的，亦或者更高，只是现在为什么走成这样，就是国内这些脏东西搞的。 那么换句话说，碳酸锂冲到20w-22w的时候，赣锋就非常有概率冲到115-130的区间里面。所以当下的业绩不用那么在意。这个时候反而需要更在意市场的需求和供给之间的关系，昨天赣锋也直接回复说，今年供给非常紧张，他不方便说供不应求，实际上已经供不应求了。这个非常非常的明确，而且需求暂时完全看不到下降的趋势，供给端还在不断的出现干扰项。 有人说为什么我们这么在意供给的干扰项。实际上这话说的好像投资就是指望外围因素一样。实际上真相是即使没有这些干扰，已经是紧平衡和供不应求了，增加了这些个干扰项后，基本可以非常大概率确定行业已经供不应求了。所以这当下的业绩重要吗？ 最后赣锋空间打开了，整个锂矿的空间也会打开。 难道大家看不见，赣锋上一轮的产能和SQM相差并不大，这一轮目前整体产能也和SQM相差不多，大家都在慢慢的提升权益产能。但是赣锋从158跌倒最低24，跌幅高达85%，而SQM从105跌到29跌幅73%，但是SQM还差13%就历史新高了，赣锋还差85%呢？所以凭什么赣锋要跌？赣锋不应该把这几年落后的涨幅给补涨回来吗？ $赣锋锂业(SZ002460)$$智利矿业化工(SQM)$$宁德时代(SZ300750)$ 有人说点评一下赣锋的业绩预告呗，这里多说几句吧。 实际上现在这个节点不用那么在意当下的业绩，因为可以说赣锋76以下的时候，是给的12-15万吨碳酸锂的预期。那么可以说130以下的赣锋是给的20-22万的碳酸锂预期。 2021年的时候，机构实际上一直预期碳酸锂的价格过不了20w，但是赣锋依然是...
柯中,384151408,2026-04-19 17:57,1/104,https://xueqiu.com/5243796549/384151408,专栏时代资源并购猜想 宁德时代：拟注册资本300亿元设立时代资源集团 进一步向上游关键原材料领域实施延伸。宁德时代(300750.SZ)公告称，公司第四届董事会第十五次会议审议通过《关于投资设立全资子公司的议案》，同意投资设立全资子公司时代资源集团(厦门)有限公司(暂定名)。该子公司拟定注册资本300亿元，由公司通过货...
柯中,384064312,2026-04-15 21:35,1/104,https://xueqiu.com/5243796549/384064312,放在上升行业，总龙头介入一个方向属于大利好。比如musk说要大力干什么，对行业是大利好 $赣锋锂业(SZ002460)$
柯中,384062564,2026-04-15 21:23,1/104,https://xueqiu.com/5243796549/384062564,【宁德时代：拟注册资本300亿元设立时代资源集团 进一步向上游关键原材料领域实施延伸】财联社4月15日电，宁德时代(300750.SZ)公告称，公司第四届董事会第十五次会议审议通过《关于投资设立全资子公司的议案》，同意投资设立全资子公司时代资源集团(厦门)有限公司(暂定名)。该子公司拟定注册资本300亿元，由公司通过货币及股权方式出资，定位为新能源矿产领域的专业投资运营与管理平台。此举旨在进一步向上游关键原材料领域延伸，整合现有矿业资产，拓展海内外优质矿产资源项目，以保障供应链安全与稳定，构建产业链一体化竞争优势。本次投资不涉及关联交易，不构成重大资产重组，无需经股东会批准。 放下恩怨吧，锂矿总龙头诞生了。 $宁德时代(SZ300750)$$赣锋锂业(SZ002460)$ 【宁德时代：拟注册资本300亿元设立时代资源集团 进一步向上游关键原材料领域实施延伸】财联社4月15日电，宁德时代(300750.SZ)公告称，公司第四届董事会第十五次会议审议通过《关于投资设立全资子公司的议案》，同意投资设立全资子公司时代资源集团(厦门)有限公司(暂定名)。该子公司拟定注册资本30...
柯中,383818052,2026-04-14 15:08,1/104,https://xueqiu.com/5243796549/383818052,我们说锂电池板块，目前是从去年Q4到今年Q4唯一一个全市场能做到同环比全增长的行业。这个难的就是今年的Q1还能环比去年Q4环比增长，我们从几个电池厂的1季度预告就可以看出来，毕竟Q1是淡季，所以今年Q1都能做到环比去年Q4继续同环比增长，那么Q2-Q4都是持续改善的，到了Q3和Q4又是超级旺季，所以今年全年高增长毫无悬念，全市场独一份全板块的贝塔增速。（科技部分虽然好，但是也就是几家能做到同环比持续增长，不是全行业的） 机构开始认可了吗？和指数共振向上，就差上证新高了。 《珍惜这一波到6月初的做多窗口期》记住这句话。 $赣锋锂业(SZ002460)$$宁德时代(SZ300750)$$海科新源(SZ301292)$ 我们说锂电池板块，目前是从去年Q4到今年Q4唯一一个全市场能做到同环比全增长的行业。这个难的就是今年的Q1还能环比去年Q4环比增长，我们从几个电池厂的1季度预告就可以看出来，毕竟Q1是淡季，所以今年Q1都能做到环比去年Q4继续同环比增长，那么Q2-Q4都是持续改善的，到了Q3和Q4又是超级旺季，所以...
柯中,383679955,2026-04-13 18:37,1/104,https://xueqiu.com/5243796549/383679955,空头：这肯定是假的。 ps：这个数据应该才是正常的，因为基本是满产满消和去年4季度环比增长一点点，而汽车动力动力产业联盟的储能产能数据暂时略微有点偏低，即使如此也已经炸裂了。 $宁德时代(SZ300750)$
柯中,383645084,2026-04-13 15:05,1/104,https://xueqiu.com/5243796549/383645084,实际上大家总说市场是对的，实际上这句话是错的离谱。 正因为市场经常犯错，才会有超额收益和超额亏损。 那些做短线的，利用资金优势把个股短期打到一个高位，还有人说市场是对的？这种就是自己是别人的养料还要帮别人站台，所以后面拉完了，游资跑路了，才会阴跌不止，哪里上去，就哪里下来。所以追高不走的，基本是超额亏损的来源，市场不犯错，你能追高？ 这就是市场在犯错，而犯错的根本是利用资金优势和情绪，让市场犯错。 而基本面研究就是提前把所有条件和数据全部好，市场不涨就认为市场是对的，我们都错了？现在回头看，锂矿板块是不是开始走贝塔了？我们从去年罗列数据到预判，到底是市场错了，还是我们错了呢？ 市场不犯错，还想有便宜的漏捡的到？ 所以市场犯错是常态，习惯就好。作为散户，实际上更多能做的还是做产业研究，特别是有高频数据的，这样实际上散户和机构的差距并不大，唯一差的就是对未来趋势的预判。到底是市场错了，还是我们的数据和预判错了。 而即使市场因为各种原因不涨，我们错了，但是不追高，低位去低吸等待的，无非最终就是赚多赚少的问题罢了。 $赣锋锂业(SZ002460)$$天华新能(SZ300390)$$宁德时代(SZ300750)$ 实际上大家总说市场是对的，实际上这句话是错的离谱。 正因为市场经常犯错，才会有超额收益和超额亏损。 那些做短线的，利用资金优势把个股短期打到一个高位，还有人说市场是对的？这种就是自己是别人的养料还要帮别人站台，所以后面拉完了，游资跑路了，才会阴跌不止，哪里上去，就哪里下...
