ID,发布时间,点赞数,评论数,转发数,链接,正文
362145172,2025-11-18 22:58:07,262,58,3,https://xueqiu.com/1965894836/362145172,原来一个企业也能得抑郁症，这就是忽然闪过的印象了。
361465314,2025-11-14 06:22:32,283,86,5,https://xueqiu.com/1965894836/361465314,我们人民币产品收益互换通道的额度这几天持续紧张，据说有很多同行通过这个渠道出海买内存股，也影响了我们基金正常的交易，这是我们控制规模的原因之一。
356810490,2025-10-15 21:54:22,1359,47,16,https://xueqiu.com/1965894836/356810490,收到很多私信 ，不能一一回复 ，一并说声谢谢 。这并非心血来潮 ，随着影响力的扩大 ，无形中也会伤害一些人的利益 ，如果继续坚持诚实地公开表达 ，这种冲突自然越演越烈 ，已经能越来越清晰感受到这种恶意 ，对我而言公开发言的 “赔率 ”就不足了 。而如果不能说真话 ，那就选择沉默 ，这是我的底限 。最后 ，即使失去公开平台的发声 ，躲进我的 “奥马哈 ” ，我也依然能乐在其中 ，希望我的关注者也继续享受投资过程 ，享受长期复利 。再次感谢 。
356437890,2025-10-14 00:23:19,1019,27,24,https://xueqiu.com/1965894836/356437890,我是较真的性格，不太适合有很多“粉丝”，我也不想很蠢地把肚子切开让人看看有没有偷吃凉粉，所以也许到了说再见的时候，在公开平台有些人藏着坏，后续和投资人怎么沟通我会再想想。
356307806,2025-10-13 11:30:06,1244,745,20,https://xueqiu.com/1965894836/356307806,考虑到小朋友的安全性，还是决定退车，订金就当支持雷总
356082618,2025-10-11 07:53:11,509,418,59,https://xueqiu.com/1965894836/356082618,当每个人都在说TACO，它的背面是继续做这个交易蕴含的赔率不会好，我读历史的感受是，历史的进程有很多随机性，我尊重这种随机性。
355866723,2025-10-09 22:21:17,174,44,3,https://xueqiu.com/1965894836/355866723,一个字节一个OPENAI，是投中美两边老登科技没法闭环的地方，遗憾两年前错失了2000亿美金拿字节的机会。不得不说OPENAI这波造势确实命中要害，很厉害的融资故事。
355682218,2025-10-08 22:05:23,387,49,12,https://xueqiu.com/1965894836/355682218,我们追求理性的人容易高估自己的理性，也容易低估世界的不理性，一个必然会发生的事过程也是极难管理和预测的，这是做空这些年来给我的启示。嘴炮容易，做完全不同。
355674240,2025-10-08 20:44:51,270,372,37,https://xueqiu.com/1965894836/355674240,入股下游，下游拿钱买货（地），买货后质押再买更多，甚至毛利率都那么相似。原来从地产到酱香科技到星辰大海都是一个意思？
355654218,2025-10-08 15:51:37,173,37,0,https://xueqiu.com/1965894836/355654218,现在中美两个市场单纯不喜欢有较高股息的，即使和ai相关，市场选择有时候让人惊讶。另一边，朋友告诉我对冲基金最近几个月正创下最差战绩。
355555753,2025-10-06 22:11:07,353,79,16,https://xueqiu.com/1965894836/355555753,金融炼金术有趣的部分在于环环相扣的每个环节的参与方，没有一个想自己掏钱。
355326872,2025-10-02 15:30:41,143,35,2,https://xueqiu.com/1965894836/355326872,尝试理解一下为什么“小登股”分化比“小登股”和“老登股”之间更甚，可能是因为他们有一部分投资人都是动量趋势选手，相比老死不相往来只看估值和股息的“老登”，他们属于更同质化的资金。
355249542,2025-10-01 13:27:50,770,134,31,https://xueqiu.com/1965894836/355249542,如果我小孩对投资有兴趣，我会直接让他从招股书和财报这些公开信息开始，读不懂的地方问ai，除了工具书尽量晚让他看到大师的作品和言论，越是大师越精炼越震撼，会抑制好奇和思考，而过程比结论重要。
355243170,2025-10-01 11:33:58,446,89,27,https://xueqiu.com/1965894836/355243170,投资某种程度上也遵循scaling law，我提升最快的时候是大量阅读财报的那几年，@管我财 也用实证证明了这一点，这是最容易学的方式，但可能比较花时间，大部分人选择直接灌逻辑，但容易错失那些细微的感悟，而这些细微之处定义了我们自己。
354880525,2025-09-29 09:58:15,242,29,9,https://xueqiu.com/1965894836/354880525,从看现金流和分红回购，到看pe，到看ps，估值方式随着牛市的进行而迭代，所谓牛市一直是一个中庸生意（夹杂少量创新企业）的牛市，优秀企业很难有所谓估值范式的跃迁，估值会在一个相对窄的区间波动。
354637930,2025-09-26 15:30:43,305,121,5,https://xueqiu.com/1965894836/354637930,老登在等鱼死（差一次报表端的崩溃），结果商家一直打氧气……
354541583,2025-09-26 09:38:56,222,97,7,https://xueqiu.com/1965894836/354541583,低谷、初心、抗争、成功，这套叙事逻辑被反复解构后，想起很多年前看网文被人解构后慢慢下头的状态。
354290025,2025-09-24 22:22:39,290,58,10,https://xueqiu.com/1965894836/354290025,空头要足够分散，多头分散中要集中，重点是集中，前5、前10要足够清晰表达观点。
354200764,2025-09-24 14:03:33,225,40,7,https://xueqiu.com/1965894836/354200764,对冲和保护的目的对我不是为了不亏损不回撤或者什么夏普，只是为了管理自己的压力和情绪，在出现小学生数学题的时候能够正常答了。
354184015,2025-09-24 13:00:07,330,74,15,https://xueqiu.com/1965894836/354184015,主线还是科技与高息，兼顾理想与现实，和优秀团队，垄断资产绑定长期能对抗货币超发；消费配置则更注重体验和悦己；最后，系好安全带。（剧透三季报）
353899864,2025-09-23 00:47:47,358,209,19,https://xueqiu.com/1965894836/353899864,新（老）玩法终于来了，投资进负债表，卖卡进利润表。
353477691,2025-09-19 12:27:55,317,25,5,https://xueqiu.com/1965894836/353477691,还是声明一下，所有的时机判断都是为了保护而不是争取收益，而保护的目的是让自己舒适，不要在高压下做出非理性的决策。我是相信长拿好生意这套逻辑的，也一直这么做，即使在万籁俱寂的2022年，也依然维持了80%+的多头仓位。
353461994,2025-09-19 11:17:03,295,149,10,https://xueqiu.com/1965894836/353461994,2021年初以来第一次尝试买中国资产put以保护组合。
353212199,2025-09-18 10:14:14,243,36,2,https://xueqiu.com/1965894836/353212199,“云和美股比，硬件和a股比，算完不够再整体溢价35%”，我们研究应该是关注和发掘事实，而不是估值创新。
352855899,2025-09-16 13:35:18,288,37,2,https://xueqiu.com/1965894836/352855899,我说的是“我”找不到特别好的投资机会，并没有唱空市场，也没有踩其他人，不知道一些人的理解力是否正常，只能屏蔽了。
352815804,2025-09-16 10:36:40,452,81,16,https://xueqiu.com/1965894836/352815804,休假一周，重新check持股和备选，初步结论是，现在是长期赔率不那么好的时候。我不打算为“牛市”放宽标准，望投资人周知。
352810855,2025-09-16 10:23:28,178,41,4,https://xueqiu.com/1965894836/352810855,有些标的天然有更大的估值宽度，账上现金要不要考虑，是不是要分部估值，等等，不要和压到极致的弹簧对抗，比如之前0.8pb的某互联网企业，再空就是贪婪了。
352627187,2025-09-15 10:46:39,560,89,7,https://xueqiu.com/1965894836/352627187,某一类投资者开始diss其他人为老登时，这种自我膨胀可能是过热的信号。
352128725,2025-09-11 14:37:55,275,185,23,https://xueqiu.com/1965894836/352128725,商品能被真实消费者买到是好事；好的生意也有产品周期；产品势能高点拍估值很危险。
352002118,2025-09-10 23:17:50,361,60,12,https://xueqiu.com/1965894836/352002118,首富之争，越来越看不懂这个离奇的世界，我们经营企业，投资企业还在评估生意本身的现金流，现在先进的玩法是喊单式的，靠资本市场赚现金流。好在世界足够大，我们在看得懂的地方安心种地也能生存。
351893862,2025-09-10 13:05:56,256,34,1,https://xueqiu.com/1965894836/351893862,念中学时老师分了一个因为旷课过多被留级一年“坏”学生做我同桌，他是校篮球队的，每天早上相约单挑15分钟并大部分时候输了，这个经历回想起来帮了我很多，投资（投机）上我也经常错，但比较耐错，在这点上我胜过一些非常骄傲的高天赋选手。
351810553,2025-09-10 03:19:38,352,124,17,https://xueqiu.com/1965894836/351810553,很多人忽略这行建立常识的重要性，它能防止重大误判；“不要脱离群众”是保持常识的最简单方式。
350875929,2025-09-04 10:28:13,412,32,11,https://xueqiu.com/1965894836/350875929,如果想要一个几十年的投资生涯，什么事可以做，什么事不能做，我认为是清晰的，会迷茫只是追求的东西不同，或者不知道要什么。
350748077,2025-09-03 15:40:07,352,107,12,https://xueqiu.com/1965894836/350748077,从交易角度，比较健康的状态是主逻辑涨，次逻辑（上下游）跟随，完全脱离主逻辑就是泡沫后期的征兆，是上涨本身带来反身性的阶段，从业绩驱动上涨，到上涨意味着上修业绩，非理性开始战胜理性。
350562717,2025-09-02 17:34:16,478,195,11,https://xueqiu.com/1965894836/350562717,善意对不同频的人，只能收获满满恶意，君子剑这个名号我收下了，我把它当成一时还找不到黑点的赞美。
350226222,2025-09-01 09:52:53,203,99,1,https://xueqiu.com/1965894836/350226222,中国的硬件市值和下游需求的市值有巨大错配。 我们是冲着云才硬着头皮拆外卖这颗炸弹的，单一方向赔率不够，才组起来求解。
350186696,2025-08-31 22:17:45,195,18,2,https://xueqiu.com/1965894836/350186696,我们很多多头是由空头转换而来，当然很多空头也是由多头而来，这个过程需要不带观点去评价事，所谓“遮住名字”，有一点逆人性，但当不尊重事实会付出代价，久而久之，就成为我们职业本能的一部分。
350053664,2025-08-30 11:31:38,212,29,5,https://xueqiu.com/1965894836/350053664,阻力小的决策是和大众在一起，我们内心更容易找到借口，而那些失败一定是我的责任，决策压力是巨大的，但往往有更好的赔率。这个行业如果足够分散，赔率比准确重要，退一步，我们通过管理过程，至少可以得到一个不那么糟糕的结果。
349975245,2025-08-29 20:08:23,241,133,12,https://xueqiu.com/1965894836/349975245,建立一张服务8000万单的网络是要成本的，尤其是这么短时间，原龙头也付出了大量的时间和金钱，我不会这么静态算ue，至少要再观察一段时间。
349527870,2025-08-28 10:25:23,233,65,11,https://xueqiu.com/1965894836/349527870,互联网从业者哪怕转型内心也是骄傲的，我讲数据，你们不讲，我会写代码，你们不会，或者我的思维更高级，更了解世界。但有时候我们需要放下才能了解和倾听。
349521090,2025-08-28 10:10:15,177,85,3,https://xueqiu.com/1965894836/349521090,如果可以看到我们年报和一季报的同学，应该知道我们核心仓位的调整还是实事求是的，从外卖到旅行，但今年我们的组合确实都不在风口上。
349450144,2025-08-27 21:53:53,559,239,18,https://xueqiu.com/1965894836/349450144,从光伏到外卖，站在股东立场看到这样的价值毁灭持续发生，很难不害怕，我们估值的时候是不是不要对中国资产假设太长的久期，毕竟我们有太多特色的地方。
349403155,2025-08-27 18:29:21,222,132,2,https://xueqiu.com/1965894836/349403155,五五开的概率在变大？明年某刻追到1单亏1块，原龙头不赚钱，单量各7、8000万单，这样的格局是最糟糕的，一个一年亏300亿买日活（也能接受），但外卖作为独立细分的利润永久失去了，这里还没考虑后续到店的竞争格局变化。
349280329,2025-08-27 11:16:23,234,63,2,https://xueqiu.com/1965894836/349280329,公司好就拿着嘛，没必要刷屏宣传如何对股东好，信息披露如何好，这本来就挺主观的。其他公司也没这样啊，怎么成了一个教派了。
348333695,2025-08-22 08:18:18,381,210,13,https://xueqiu.com/1965894836/348333695,车真是越来越奇怪的行业，只要价格低（可能带来销量）就能涨，而不讨论产品是否能盈利，其他行业大幅降价带来销量（比如外卖）是负面，或者补贴带来利润则要估值折让，车例外。
347741441,2025-08-19 11:26:50,319,123,5,https://xueqiu.com/1965894836/347741441,"中国app，中国costco, 中国nvda，不得不说大佬把握市场是有金刚钻的，找对标是最利于传播的方式。什么是牛市？忽略概率，只算空间是牛市。"
347727426,2025-08-19 10:45:15,319,76,24,https://xueqiu.com/1965894836/347727426,我的工作是利用二级市场流动性的优势对企业经营决策 ，市场环境或产业革命变化带来的影响做出相对理性的应对 ，在合理的估值下组合这些公司让它们整体变得更抗风险 ，既不是预测市场 ，也很少预测经营 （商业模式就变得很重要 ） 。长期持有股权 ，持续比价和应对 ，堆积细节和赔率 ，并经常犯错 ；这活没有那么酷 ，二级市场的包容性可以让很多风格的选手生存 ，但不论外界看来是顺风还是逆风 ，其实就策略而言我一直觉得挺顺风 。
347534843,2025-08-18 12:10:39,235,60,7,https://xueqiu.com/1965894836/347534843,多头端质地第一，空头端时机第一，我们对冲的主要挑战是多空的时间错配，价值实现和价值发现虽然长期会收敛，但在小周期里会有矛盾，这个问题除了风控硬解，似乎没有别的解法。这是普通人保持理性的副产品。
347152567,2025-08-15 10:12:16,266,64,7,https://xueqiu.com/1965894836/347152567,到一定规模牺牲流动性去推高资产价格以获取绩效奖励没那么难，我们也可以做到，但我们更愿意保有流动性，尤其在整体并不便宜（不等于没有机会）的当下。
347009853,2025-08-14 13:46:52,472,79,24,https://xueqiu.com/1965894836/347009853,险企举牌险企，赚得盆满钵满，升职加薪，金融危机一来，开始减值，或希望国家救助，与我何干。
346938162,2025-08-14 09:38:39,552,253,17,https://xueqiu.com/1965894836/346938162,中国可能是唯一一个优秀公司估值整体对平庸公司折让的市场了。
346815420,2025-08-13 14:35:12,224,47,1,https://xueqiu.com/1965894836/346815420,有些财报写得很艺术，以至于我不得不反复确认是不是我数字看眼花了，不增长或者负增长，怎么就像爆发增长一样。
346789916,2025-08-13 13:06:08,236,69,14,https://xueqiu.com/1965894836/346789916,刚被人授予了一个100分小红花奖励，心里苦啊。能力圈和资源诅咒一样，我们还是要多看增长机会，避开内卷，内卷的答卷得100分，不如增长领域得60分。看白酒那些老夹头热闹的同时，镜子里映射的其实也有自己。
346612543,2025-08-12 14:17:18,122,17,1,https://xueqiu.com/1965894836/346612543,好的内容是有价值的，一些在移动时代掉队的公司是否能受益于ai时代流量分发逻辑的改变？（这里特指美国公司，因为中国跳跃进入了移动互联网，大部分内容都已经原生在移动互联网上。）
346396665,2025-08-11 10:53:51,299,148,20,https://xueqiu.com/1965894836/346396665,基于价值评估，对赔率有感知，能够实事求是，具备同理心，对世界充满好奇，并愿意承担风险。这是我选人的标准。
346320988,2025-08-10 14:10:17,370,198,13,https://xueqiu.com/1965894836/346320988,中国股市走好，成名前辈们纷纷发表乐观的畅想，这个市场在他们眼里似乎特别简单，涨时拿得住，高位卖得掉；既能兼顾价值，也能跟上趋势；我还是觉得疑惑，当信号对立的时候怎么做？这么多年我还是只能信一边，在这方面毫无进展。
346061906,2025-08-08 00:08:43,333,46,12,https://xueqiu.com/1965894836/346061906,美国消费对经济的拉动开始被人工智能的资本支出超越，很有意思的变化，强者更强的逻辑延续，大公司整体业绩比小公司好，川普底层是大资本的代言人，加上ai对初级岗位的挤出，消费可能会长期弱于科技。
344926901,2025-07-31 10:13:44,308,124,10,https://xueqiu.com/1965894836/344926901,看着今早的业绩，联想昨天的配售，6个桃子两顿吃完还是三顿吃完，就可以让资本市场疯狂，我们的企业行为是我们鼓励出来的，失信没有代价，赚钱就牛逼，甚至涨了就牛逼，我们的市场当然会是更波动的。
344745711,2025-07-30 10:25:50,178,114,6,https://xueqiu.com/1965894836/344745711,有一个现象，渗透率尾声估值泡沫最大，适用于2020年的互联网和传统消费，也适用于当下的XX？不知道是不是巧合。
344733532,2025-07-30 09:54:43,220,52,5,https://xueqiu.com/1965894836/344733532,在你们的牛市中，减了一些流动性相对差的标的，增加了科创泡沫下失血的资产，估值靠拢的前提下也增加了海外资产的比例。
344393854,2025-07-28 10:41:11,486,66,13,https://xueqiu.com/1965894836/344393854,好资产被甩卖并不只是在熊市尾声 ，也容易发生在牛市尾声 ，当一月甚至一周就能赚15%的时候 ，谁又看得上年化15%的内生回报呢 ？一种风格/一类资产赢得市场共识 ，往往以其他失血为代价 ，如果牛熊是3 、5年为周期的话 ，意味着这样的场景每隔一两年就会出现 ，这个频率可能比很多人预期要高 ，而我们的工作是权衡估值和回报 ，我也只会/只想做这件事 。选择了基金这条路 ，就已经放弃了过去的很多花招 ，认真想过能否回到过去 ，答案是不 ，不管主观和客观上都回不去了 。
343800113,2025-07-23 16:06:03,344,96,2,https://xueqiu.com/1965894836/343800113,我们今年的核心持仓业绩没有暴雷 ，市场也没有亏待 ，大体都取得了和经营增速相当的上涨 ，至于没能赚到估值扩张 ，只能说很遗憾 ，也不知道该怎么解释 ；而我们是一个净多有限的对冲基金这是过去十年来的事实 ，我并没有把自己变成某行业指数基金的想法 ，也从来没有承诺过要这么做 。如果投顾有这样的误导 ，我建议赎回我们的产品 ，谢谢 。
343365311,2025-07-21 11:05:03,250,21,9,https://xueqiu.com/1965894836/343365311,接上文，其实我们现实中生活也一样，我们都是不完美的，我们历练打磨学习其中一个重要副产品是建立合理预期（常识），不止是对别人的，也是对自己的，韧性就来自于此。对投资的体会有时也适用于生活。
