发布时间,正文
2014-01-22 08:41:00,"雪球为什么这么少的人关注电力@管我财 600795,600011的分红率都高达8-9%了，甚至可能破10%，600886快翻倍了，都不到8PE，而且明年确定性的30%的增长，奇怪"
2014-01-22 08:50:00,一个公用事业被打到6PE，9%的分红率，14年原料价格保持走低趋势，巨额的现金流降低负债率，降低财务支出，还被杀到现在这种价格，奇迹啊，当然我也是最近才发现
2014-01-22 09:05:00,600011今年利润0.84是大概率的事情，按照过去几年的分红率，分红4.2，股价多少，自己看，有没有9%
2014-01-24 21:37:00,浙江医药600216注射用盐酸万古霉素获批，CYHB1111168 注射用盐酸万古霉素 化药2012-02-23申报的，2年才获批，2000万瓶的生产线，远超中国市场需求，仔细找了下，2008年跟美国Hospira公司的人民币计价的大合同，现值1.5亿美金 浙江医药600216注射用盐酸万古霉素获批，CYHB1111168 注射用盐酸万古霉素 化药2012-02-23申报的，2年才获批，2000万瓶的生产线，远超中国市场需求，仔细找了下，2008年跟美国Hospira公司的人民币计价的大合同，现值1.5亿美金
2014-01-29 09:25:00,老兄，是75%以上，而非75%，你看盘口，抛单如潮，被人接手，打到起来的第一根阳线顶部就刹车了
2014-02-13 17:28:00,$国投电力(SH600886)$@管我财 兄：推荐看看这个国投电力，很不错的水电股，不折腾就安稳赚钱的好票，现估值很低，还有公司人员专门服务雪球里的投资者，公司人员系@小朦朦来无影
2014-02-14 07:31:00,对@邓晓峰 说：对煤炭价格走势有何看法，
2014-02-14 21:09:00,个人认为是的，反煤炭，不含钢铁，看好水泥，火电
2014-02-18 08:40:00,预计国投电力锦屏二级电站6号机组8月投产，7号机组9月投产，8号机组12月投产
2016-06-22 20:19:00,"到底哪家银行的风控最好 雪球是银粉最多的聚集地，大量银粉每天在说这个银行怎么这么好，怎么这么坏，银行是经营风险的企业，银行最重要的是风控，风控好，业绩自然就产生了，可是实际上呢，大数人都有自己的评判标准，招行粉说招行稳健好思路好，民生粉说民生股权结构好创新好，兴业粉说兴业平台好，估值好， 大行粉说大行资本好，核心好等等等等 到底什么是评判风险控制能力的标准呢 我想大概可以从下面几个方面判断，当然判断的数据最好历年综合总计，不过因为银行数据有其累积性，所以用即时数据也马马虎虎将就。 其实所有的矛盾焦点就是坏账：首先坏账的高低是评判风控能力的标准之一，坏账的高低虽然不是绝对有用，但是绝对是最重要的指标。是烂帐最终还是要在这个数据上出现反应的。而实际上有些银行有隐藏坏账的习惯，有些甚至是政府部门的需要。温州的坏账，在报表中的体现被分时段，被分数据的体现，虽然最终还是体现，但即时数据上被隐藏也是司空见惯的事情。（具体的我就不说事例了，本人的朋友是温州商业银行的大股东之一，有其他银行的温州贷款出现了10%的坏账比例，但是实际上我们并未在媒体以及银行自身公布的数据上看到） 这么我们小股民就在报表里找不到坏账的尾巴了吗，其实是可以的，最简单的数据就是逾期贷款，这个数据相对坏账更及时准确的反应资产品质，但是实际上，雪球的银粉对逾期账款的关注确实不多 谈风控坏账，不能不谈拨备，拨备率的高低是代表风险承受能力的象征，但是拨备对比的是风险准备金对应坏账的比例，但是拿隐藏过的坏账来对比，是不是有失准确，所以个人在分析拨备时愿意拿逾期账款作为对比。这样才能真正及时判断未来风险承受能力。 再说说息差，利润与ROE。不同的息差，不同的利润，覆盖容忍的坏账率是不同的，同样净资产，同样5倍杠杆，15%的roe（这个的roe应该用EBIT做分子更准确）出现的1%的坏账与25%的roe出现2%的坏账对比，实际上25%roe的这家的风控不但不输给前者，实际盈利能力远超，扣除坏账后的收益前者只有10%，而后者可达15%。而我们银粉的计算中，一般直接拿坏账计算，也未考虑逾期问题。而各个银行不同的净资产，也相对比较难去计算，到底要多大的ROE容忍多大的坏账差异。一般可以设定整体银行的数据作为标准，以此作为对比，A银风控行比整体水平高XX%,B银行高XY%.作为评判标准。 接着谈谈估值，选择投资哪家银行，不能不谈估值，其实银行间的估值差距还是非常非常大的，平安银行就是代表，遇到这样的问题，我个人一般用着的方法解决。假设100万人民币，按市价购买银行股票，购买的股数，代表着多少资产，多少净资产，产生多少利润，产生多少逾期，准备了多少拨备，这样的标准版对比，才是对估值准确判断。这里我还要说的是，具体选择持有那个股票，数据背后还要考虑其他隐形因素。比如民生银行的股权结构，兴业银行的银银平台，工行的稳健，建行的隐形资产低估的房产，平安的大股东协同等等，都是无法数据的因素。 最后个人有个小技巧与大家分享，只是这个小技巧需要大量时间去寻找总结分析。 这个方法是：去尽量的寻找没落行业 ，垃圾大企业的财报，或者发债募集书去阅读，去寻找各个银行给予的贷款数据，是不是与该银行本身在银行业的份额相符合，垃圾大企业A，有1000亿贷款，假设银行X有放贷30亿，然后看银行X在整体银行业占比作为对比，高还是低，如果这家银行是占比8%的，那么说明风控好，如果这家银行占比只有1%，那么说明这家银行风控差。-----但是这种方法必须要分析大量垃圾企业的贷款为基础，靠一家或者几家垃圾企业的分析，是无法得出正确的结论的，甚至会指引你走向错误。 北京银行 兴业银行  民生银行 浦发银行 工商银行 建设银行 华夏银行 中信银行 平安银行 农业银行 中国银行 贡献一些我们做的资料 匆忙之作，不一定保证全部准确，有不对之处多多包涵 到底哪家银行的风控最好 雪球是银粉最多的聚集地，大量银粉每天在说这个银行怎么这么好，怎么这么坏，银行是经营风险的企业，银行最重要的是风控，风控好，业绩自然就产生了，可是实际上呢，大数人都有自己的评判标准，招行粉说招行稳健好思路好，民生粉说民生股权结构好创新好，兴业粉说兴业平..."
2014-02-18 16:35:00,对个人而言，看报表是一种业余爱好，并非负担，当初跟@天地侠影 探讨过很多报表，所以也坚信天地是无辜的，个人完全鄙视广汇做法
2014-02-18 16:37:00,北京银行股份有限公司（下称“本行”）接到北京银行副行长赵瑞安先生通知，其 于 2014 年 2 月 17 日以自有资金，在上海证券交易所证券交易系统购入 本行股票 3 万股，成交价格为 7.38 元/股。持股数由6万股上升至9万股
2014-02-19 06:28:00,这个根据定子的安装时间推算的，平均8-9个月，去找一下各个机组定子吊装成功的时间，跟投产时间，就可以推算
2014-02-19 12:21:00,你去看K线成交量，发现虽然是轮抄，虽然华夏，中信，上去了，但是木人出货，明显是拿住了，代表什么，你想想。降准的话，会不会一波大行情出来
2014-02-19 13:41:00,理想仓位是北京40%，216有20%，886有15%，海螺10%，其他15%，但是现在北京太重了，占了70%
2014-02-19 15:39:00,淡季期间海螺除技改和检修外没有停窑，预计销量与同期持平，执行过一次降价策略，华东降幅50-60 元/吨，华南降幅略小，公司整体降幅40 元左右。由于降价前的基数较高，降价后1Q 吨毛利仍大幅好于同期水平。一季度业绩有望大幅提升。目前价格是比去年同期高40-80元一吨，而去年平均吨利润不过82元，如果1季度雨雪天气得到改善，2014年一季度海螺水泥净利润高达0.38元，增幅60%。@天地侠影 你的预测多么准确 淡季期间海螺除技改和检修外没有停窑，预计销量与同期持平，执行过一次降价策略，华东降幅50-60 元/吨，华南降幅略小，公司整体降幅40 元左右。由于降价前的基数较高，降价后1Q 吨毛利仍大幅好于同期水平。一季度业绩有望大幅提升。目前价格是比去年同期高40-80元一吨，而去年平均吨利润不过82元，...
2014-02-21 14:20:00,继续加仓华能电力，海螺水泥，大秦铁路
2014-02-24 08:29:00,这价格远高过去年同期，煤炭价格低于去年同期，而去年平均吨利润不过82元，这个还是顶级水泥商海螺水泥的利润
2014-02-24 16:04:00,前银监会主席刘明康2011年7月接受采访中称根据压力测试的结果，即使房价下跌5成，银行业也能够承受。
2014-02-24 17:34:00,这个没有，但是公路，码头都是大量水泥堆积这个没异议吧，海螺的策略是满足销量的情况下打价格战，毕竟每厂300万吨的平均产能，是中建材的7倍，1月份公布的几个厂的利润完全年度计划数的13-15%，这个是正常年份的3-4倍，而目前水泥价格即使大跌后，也比去年高30-60一吨，而去年上半年平均吨利润才32元，而1季度煤价比去年同期低60一吨，一季度数据完全没问题，60%的增长是保底数，由于去年基数低，增长100%都是可能的
2014-02-24 19:33:00,无所谓的，海螺害怕中建材不成，中建材2.5亿吨销量，负债2286亿（中报），光利息就100多亿，平均单厂产能40万吨，只有海螺的七分之一，治污成本远高过海螺水泥，怕鸟，打起来只有被海螺欺负的份，秦岭水泥不服气，打到他亏损
2014-02-25 07:09:00,$海螺水泥(SH600585)$@卢山林 请告之@天地侠影 现状，网友们都很关心
2014-02-25 12:45:00,海螺水泥宁国水泥厂水泥、熟料日销量达到17117吨，创节后发运新高，打开了良好的销售局面。这家工厂的折旧早已经折完，现在0折旧，贡献利润
2014-02-26 15:56:00,呵呵，看来你的数学语文不好，不会阅读报表。水泥行业都是1季度最淡，3，4季度最旺，今年的市场价格明显高过去年，而煤炭价格明显大幅度低过去年，而今年1月的价格高过高过去年平均40-60一吨，海螺水泥去年预增50%，就是1.80的业绩，今年1季度这么良好的开局，今年继续限产，继续淘汰中小水泥厂，还有取消325水泥的特大利好，说明今年的价格水平高过去年基本上是铁板钉钉的事情，海螺去年的吨净利按2.2亿吨推算不过41元一吨，毛利多40是什么概念，就是净利多30一吨，如果71一吨净利，加上2.4亿吨销量就是170亿的净利，就是3.20的每股盈利，比银行还低的PE啊，就算打折到2.50一股利润，都不到5.8倍的PE，增长速度远超银行，绝对是比银行更有吸引力
2014-02-26 16:00:00,另外，你去看看港股，上午跟随A股插水3%，下午A股收市就顽强翻红了，人家可是比A股贵1倍的价格在买28.4港币啊，照样这么大胆买，去看看港股谁拿着，都是国际大咖啊
2014-02-26 16:43:00,$海螺水泥(SH600585)$ 今年煤炭价格比去年同期低10-15%，根据煤炭成本占比45%算，可节约吨利润6-8元，今年1月销售价格与12月持平，比去年同期高40-80一吨，两项最少可增加毛利50元一吨，即增加净利37.5元，去年1季度吨净利28元，年度吨净利41元，合计差不多78元一吨，100%增长可期，甚至惊喜的话有150%，股吧有人说1月完成1500万吨销售，利润12亿，基本上可信，差不多是80元的吨净利 $海螺水泥(SH600585)$ 今年煤炭价格比去年同期低10-15%，根据煤炭成本占比45%算，可节约吨利润6-8元，今年1月销售价格与12月持平，比去年同期高40-80一吨，两项最少可增加毛利50元一吨，即增加净利37.5元，去年1季度吨净利28元，年度吨净利41元，合计差不多78元一吨，100%增长可期，甚至惊喜的话有...
2014-02-26 20:04:00,目前我对自己的仓位结构很满意 600216浙江医药偏少了点，北京银行多了点，海螺水泥差不多. 但是我觉得1季度季报，会给我调仓机会。1季度季报海螺大幅增长，216会还会下降
2014-02-26 20:08:00,其他还有几万股国投电力，1万股华能电力，几千股大秦铁路被套4%这种零星股，不过品质都应该不错的
2014-02-26 20:24:00,我觉得我未来拿的最久的应该是浙江医药，后续是国投电力，再是北京银行。不过感觉浙江医药应该还会有低吸机会，毕竟上半年业绩不会理想
2014-02-27 09:55:00,"2012年海螺水泥建成三条日产1.2万t熟料生产线，其煤耗102kg/t,在相同条件下与日产5000t熟料生产线比较，降低煤耗6～8kg/t"
2014-02-28 07:00:00,产业资本的看法于市场并不一样，水泥的重置成本大约400--500元，冀东水泥还持有秦岭水泥，合并产能1.18亿吨，重置成本450--550亿，而市值不过110亿，差不多只有实际重置成本的20-25%，海螺水泥当然看到这点，而且冀东水泥主产区华北，正是海螺水泥的弱区，海螺岂会放过这个盘中餐
2014-02-28 07:16:00,当然这家公司现价也是物超所值，该公司在北京所持房产价值已经超过本身市值，这个估计没多少人知道，水泥的价值算白送，所以其实看游资资金发不发动，由成交放出，到是可以跟庄
2014-02-28 08:11:00,"2月27日融资融券信息显示，海螺水泥融资余额965,996,830元，融资买入额20,143,447元，融资偿还额30,794,401元，融资客的筹码被人诱骗了"
2014-02-28 08:13:00,"浙江医药融资余额420,277,727元，融资买入额28,106,327元，融资偿还额56,968,234元，前期融资买上了的融资客跑路了，部分是割肉的"
2014-02-28 08:57:00,呵呵，根据中报，1992的租金收益大约是9亿元，按照北京3-4%的租售比，物业的市场价格差不多在270-225亿，基本上还大过市值
2014-02-28 09:01:00,是的，但是要关心住216的VE价格变动，一旦VE真实价格往上走，应该马上杀进去，VE利润往上走10元，就是2.5亿利润，目前VE价格是历史最低，出口只有65-70人民币（税前），历史最高价高达250一公斤
2014-02-28 09:07:00,呵呵，不过看好216，原本看好的也不是VE，VE是基础，最坏都有10亿毛利，正常价格回到120-150一公斤是大概率事件，所以即使216没有其他，这个价格也抵买，当然长期看好216，不是因为VE，而是药，奈诺沙星未来10亿级别的产品，万古霉素制剂未来也是2-4亿的利润，左氧氟沙星1-2亿利润，还有其他一堆东西
2014-02-28 17:08:00,$海螺水泥(SH600585)$ 我错了，余热发电是上市公司的，不过设备是海创的
2014-02-28 19:00:00,余热发电是海螺水泥投资，由补贴归海螺水泥。海创只提供设备和设计，垃圾焚烧不清楚归谁
2014-03-01 23:45:00,那是也收购味全拖累，饮料事业群，方便面，方便面销量从来都是统一三倍以上，饮料也是统一5倍以上
2014-03-07 11:40:00,$平安银行(SZ000001)$与北京银行的比较，简直就是渣
2014-03-07 12:04:00,呵呵，我们的观点立场都不一样，银行一样分好坏，市场杀好银行，坏银行估值却高高在上，你把北京银行看做中等生，我只能说我们看银行的差距极大，估计你看利润和估值，而我是完全看风控和估值，除了工行，你找一家银行跟北京银行比比风控看
2014-03-07 20:30:00,你的看法有误，第一股份行全国基本上都有分行了，北京也在部分发达地区有分行了，虽然不能去新的地方开，但是基数小，增长的难度跟股份行其实是一样的，第二，放开分行限制，对北京就是利好，而股份行永远不会有这个利好了，难道永远不放开吗
2014-03-11 09:22:00,"海螺水泥的大股东海螺创业上市，中建材居然认购海螺创业55,000,000股，晕死"
2014-03-11 12:22:00,去年，新型干法水泥的产能利用率是76%，也就是15亿吨左右的熟料。而海螺水泥的产能利用率是90%。
2014-03-11 12:22:00,记得中国建材董事长宋志平曾表示，国外水泥和钢铁的价格比是1:3，而国内却是1：10，而目前水泥每吨200至300元，其合理价格应该在500至550元/吨。那么，您认为水泥价格多少是合理的？ 郭文叁：“物竞天择、优者生存”，我认为现在的价格就是合理的。
2014-03-12 08:38:00,不认同，中国基金经理的道德素养决定了中产阶级必须自己投资，中国混乱的价值体系决定了中产阶级自己投资大有可为
2014-03-12 12:25:00,$国投电力(SH600886)$ 谁来预测下一季度盈利@山行
2014-03-12 13:20:00,@小朦朦来无影 假设平水期电价为1，那么枯水期是不是1.30.，丰水期是不是0.76，电价折扣变化是这个意思吗
2014-03-12 14:14:00,【国家对大型水电企业实行增值税优惠】装机容量超过100万千瓦的水力发电站销售自产电力产品，自2013年1月1日至2015年12月31日，对其增值税实际税负超过8%的部分实行即征即退政策；利好国投电力
2014-03-12 16:27:00,欢迎粉俺的新浪微博@超级鹿鼎公之再世 原来超级鹿鼎公账号因为说了点真话被封
2014-03-13 11:32:00,北京最厉害的不是不良低，而是逾期低，不良有造假，逾期比较难，你看兴业看上去不良低，但是逾期不低，虽然兴业也是好银行，除了低价增发抛弃股东利益有点让人寒心
2014-03-13 11:53:00,其实是低的，只是没有低过上一季季末净资产，弄得恒生也生气，直接把联营公司改科目为待出售资产
2014-03-14 10:01:00,$海螺水泥(SH600585)$ 目前全国多地水泥价格全线回升，截止到3月13日，仅中南地区的水泥平均价格小幅下降2.5元/吨，其余各地水泥价格每吨均上涨10元以上。专家认为，当前政策面释放出的城镇化道路信号，将有可能随着大量基建设施的投资而赋予水泥行业“政策红利”，而水泥行业也有望在此次价格回升之际迎来行业“拐点” $海螺水泥(SH600585)$ 目前全国多地水泥价格全线回升，截止到3月13日，仅中南地区的水泥平均价格小幅下降2.5元/吨，其余各地水泥价格每吨均上涨10元以上。专家认为，当前政策面释放出的城镇化道路信号，将有可能随着大量基建设施的投资而赋予水泥行业“政策红利”，而水泥行业也有望在此次价格回升...
2014-03-15 07:11:00,$大秦铁路(SH601006)$ 从铁路人士处获悉，大秦铁路（601006.SH）将新开一条新的煤炭通道。由此，2014年，大秦铁路将实现年运量4.6亿吨的目标。 　　日前，太原铁路局下属的韩原线开始试运行，该条线路开通运营后，大秦线将新增一条煤炭输入通道 。韩原线北起北同蒲线与大秦线的交会点韩家岭站，途经怀仁东、应县、山阴、下官院、薛孤站后抵达原平战。该线正线全长为153公里，设计时速为160公里，新建正线采用重型轨道，一次建成跨区间无缝线路，适合重载列车运行。 $大秦铁路(SH601006)$ 从铁路人士处获悉，大秦铁路（601006.SH）将新开一条新的煤炭通道。由此，2014年，大秦铁路将实现年运量4.6亿吨的目标。 　　日前，太原铁路局下属的韩原线开始试运行，该条线路开通运营后，大秦线将新增一条煤炭输入通道 。韩原线北起北同蒲线与大秦线的交会点韩家岭站...
2014-03-17 07:20:00,$海螺水泥(SH600585)$ 1-2月散装P.O42.5水泥全国均价368.4元/吨，较上年同期上涨33.6元/吨，3 月 12 日，秦皇岛 5500 大卡动力煤报收于 538 元/吨，低于去年同期100元一吨，按照煤炭成本占水泥成本46%计算，成本下降46元一吨（季度平均算25元），13年海螺水泥1季度吨利润32元计算，14年1季度税后吨利润可达90元一吨 $海螺水泥(SH600585)$ 1-2月散装P.O42.5水泥全国均价368.4元/吨，较上年同期上涨33.6元/吨，3 月 12 日，秦皇岛 5500 大卡动力煤报收于 538 元/吨，低于去年同期100元一吨，按照煤炭成本占水泥成本46%计算，成本下降46元一吨（季度平均算25元），13年海螺水泥1季度吨利润32元计算，14年1季度税后吨...
2014-03-17 09:42:00,这个是融资的T仓，不是底仓，底仓大约会在4月以后再考虑动不动
2014-03-17 10:33:00,$华能国际(SH600011)$ 秦皇岛5500大卡现在是530，假设这个价格继续维护到6月，那么二季度华能盈利超过0.25元每股，半年超过0.43元，继续观察ING，如果能够维护，那么6月底，资金最紧张的时候，将是华能的低吸机会
2014-03-17 11:18:00,海螺水泥吨成本差不多在150元，按500一吨的煤炭计算，大约75元，考虑海螺的能耗行业最低，所以差不多67-69元，跟我的计算毛估估差不多
2014-03-17 11:44:00,海螺水泥：华东价格继续坚挺，销量快速恢复，关注华北供给收缩。本周华东水泥价格仍然大体持平，随着本周下半周天气逐渐放晴，华东水泥厂家出货量已经可以恢复至80%左右，部分可达产销平衡。虽然前两个月大部分企业销量同比有所下滑，不过目前华东水泥价格同比仍高出70-100元/吨，其主要原因是在没有新增产能的情况下，龙头企业之间的竞合进入新的阶段。我们预计若近期晴天较好的出货量可以维持，则最快本月下旬就可看到价格上涨。另外华北受环保政策影响，大企业市场份额在提高。 海螺水泥：华东价格继续坚挺，销量快速恢复，关注华北供给收缩。本周华东水泥价格仍然大体持平，随着本周下半周天气逐渐放晴，华东水泥厂家出货量已经可以恢复至80%左右，部分可达产销平衡。虽然前两个月大部分企业销量同比有所下滑，不过目前华东水泥价格同比仍高出70-100元/吨，其主要原因是在没...
2014-03-17 13:58:00,华能对煤炭价格更敏感，我今天的投资主线就是反煤炭
2014-03-18 05:48:00,$海螺水泥(SH600585)$ 现在只要晴天，海螺的水泥出货量能达到70～80万吨，昨天(14年3月16日）的销量是77万吨。海螺沿江熟料库存是60%左右，因为一般销量到70万吨就可以产销平衡，现在的销量已经开始消耗库存了。3月份平均销量是60多万吨，库容比还是有些下降的。3月份和4月上旬是一个消化库存的过程，今年库存高但是没有降价，主要是对未来看好。浙江、江西等地停窑我们坚决支持，他们停我们也停。海螺以前是既要量也要利润，利润和量一起考核，有一个权重，利润的权重低一些，今年会偏重利润一些，利润比重提高，毕竟海创上市了。 $海螺水泥(SH600585)$ 现在只要晴天，海螺的水泥出货量能达到70～80万吨，昨天(14年3月16日）的销量是77万吨。海螺沿江熟料库存是60%左右，因为一般销量到70万吨就可以产销平衡，现在的销量已经开始消耗库存了。3月份平均销量是60多万吨，库容比还是有些下降的。3月份和4月上旬是一个消化库存的过...
2014-03-18 09:46:00,$海螺水泥(SH600585)$ 近日，贵州地区天气情况较好，遵义地区市场需求呈现增长态势。同时，拉法基、中绥、海螺等主要厂家开始限量发运。10日起，区域各厂对水泥价格上调10-20元/吨。现区域P.C32.5袋装水泥主流出厂报价为280-290元/吨，P.O42.5散装水泥主流出厂报价为290-310元/吨，区域水泥行情进入回升阶段。 $海螺水泥(SH600585)$ 近日，贵州地区天气情况较好，遵义地区市场需求呈现增长态势。同时，拉法基、中绥、海螺等主要厂家开始限量发运。10日起，区域各厂对水泥价格上调10-20元/吨。现区域P.C32.5袋装水泥主流出厂报价为280-290元/吨，P.O42.5散装水泥主流出厂报价为290-310元/吨，区域水泥行情进...
2014-03-18 12:35:00,外高桥火电厂scr的平均氮氧化物排放浓度不仅远低于100毫克/立方米国家最新标准，甚至远低于号称“清洁发电方式”的燃气轮机40~50毫克/立方米的排放水平。----这就是百万千瓦超超临界燃煤发电机组的威力，科技改变火电
2014-03-19 08:41:00,所有，中短线来说华能国际一季度报表才是最早的卖点，大部分华能投资者都以为华能隐藏利润（实际是三季度有隐藏，而四季度遭遇煤价上涨，电价下跌的双击），其实是华能对煤价的高弹性，最近个人短做选择华能，就是看中这一点
