ID,发布时间,点赞数,评论数,转发数,页码,链接,摘要,正文
355872558,2025-10-09 23:07,109,10,1,13/101,https://xueqiu.com/5243796549/355872558,是个好消息。实际上中矿这一波还是跟着板块正常在走，稍微给了一点铜矿的逻辑。 目前不管是看铜矿的估值还...,"是个好消息。实际上中矿这一波还是跟着板块正常在走，稍微给了一点铜矿的逻辑。 目前不管是看铜矿的估值还是看锂矿的估值，还是稀有小金属的铯铷估值，都是同板块里面最低估的。市场风口还没有真正吹过来。等明年风口过来叠加碳酸锂价格向上，然后铜矿投产落地。 $中矿资源(SZ002738)$$赣锋锂业(SZ002460)$
是个好消息。实际上中矿这一波还是跟着板块正常在走，稍微给了一点铜矿的逻辑。 目前不管是看铜矿的估值还是看锂矿的估值，还是稀有小金属的铯铷估值，都是同板块里面最低估的。市场风口还没有真正吹过来。等明年风口过来叠加碳酸锂价格向上，然后铜矿投产落地。 $中矿资源(SZ002738)$ $赣锋锂业(S..."
355851278,2025-10-09 20:42,146,49,2,13/101,https://xueqiu.com/5243796549/355851278,2025年10月9日发布的购置税减免新规对技术标准作出重大调整，其中插电式混合动力车型的纯电续航要求...,"2025年10月9日发布的购置税减免新规对技术标准作出重大调整，其中插电式混合动力车型的纯电续航要求从43公里提升至100公里，增幅达132%。
这不周末刚说的单车带电量的提升，这里政策就来了。这个提高幅度直接能增加明年国内锂电池增速7-9%。
$赣锋锂业(SZ002460)$$宁德时代(SZ300750)$$中矿资源(SZ002738)$
2025年10月9日发布的购置税减免新规对技术标准作出重大调整，其中插电式混合动力车型的纯电续航要求从43公里提升至100公里，增幅达132%。
这不周末刚说的单车带电量的提升，这里政策就来了。这个提高幅度直接能增加明年国内锂电池增速7-9%。
$赣锋锂业(SZ002460)$$宁德时代(SZ300750)$ $..."
355753772,2025-10-09 11:33,89,25,1,13/101,https://xueqiu.com/5243796549/355753772,钠电池多说两句。就是如果一个车企推一个钠电池的车型，消费者会不会买的问题。现在续航，充电效率，续航达...,"钠电池多说两句。就是如果一个车企推一个钠电池的车型，消费者会不会买的问题。现在续航，充电效率，续航达成率，车内空间都是消费者重点考虑的，而且中高端车型是不是宁德的5C麒麟电池都非常的在意，别说你推个钠电池车型，电池密度低，电池够重，电池体积大，谁会买？
替代低端车型就更别想了。钠电池真这么好，先看看能不能替代储能吧，储能那边不是供不应求吗，赶紧叫宁德多生产一点钠电池储能，来解决储能电芯供不应求的问题。看哪个客户要钠电池储能。
$赣锋锂业(SZ002460)$$中矿资源(SZ002738)$$宁德时代(SZ300750)$
钠电池多说两句。就是如果一个车企推一个钠电池的车型，消费者会不会买的问题。现在续航，充电效率，续航达成率，车内空间都是消费者重点考虑的，而且中高端车型是不是宁德的5C麒麟电池都非常的在意，别说你推个钠电池车型，电池密度低，电池够重，电池体积大，谁会买？
替代低端车型就更别想..."
355662788,2025-10-08 17:54,32,18,1,13/101,https://xueqiu.com/5243796549/355662788,回复@赣锋科技: 有一些延期的项目和爬坡的项目，明后年慢慢投产。...,回复@赣锋科技: 有一些延期的项目和爬坡的项目，明后年慢慢投产。
355659327,2025-10-08 17:02,414,207,16,13/101,https://xueqiu.com/5243796549/355659327,专栏锂电行业节假日闲聊 节假日，在我们大A停牌期间，国外锂矿都有明显的向上表现，包括澳洲的，美国的，...,"专栏锂电行业节假日闲聊
节假日，在我们大A停牌期间，国外锂矿都有明显的向上表现，包括澳洲的，美国的，特别是恒生那边上市的天齐和赣锋H，目前都有10来个点的向上，赣锋H截止目前更是有14%左右的涨幅。这基本意味着周4开盘会有一个明显高开了，至于高开后如何走，短期的走法本来就情绪性和博弈性较强，不好预测。
反..."
355309629,2025-10-02 11:03,72,7,0,13/101,https://xueqiu.com/5243796549/355309629,回复@白白胖胖猫: 双节快乐。 这个是你自己通过文章悟出来的，我们尽量只谈行业和行业里面最具有潜力和...,"回复@白白胖胖猫: 双节快乐。
这个是你自己通过文章悟出来的，我们尽量只谈行业和行业里面最具有潜力和成长的。至于能不能get到，全看自己。
回头看，超额基本都是龙头和潜力成长。
$赣锋锂业(SZ002460)$$中矿资源(SZ002738)$"
355302348,2025-10-02 09:45,137,42,0,13/101,https://xueqiu.com/5243796549/355302348,国庆中秋快乐 $赣锋锂业(SZ002460)$$天齐锂业(09696)$$宁德时代(SZ300750...,"国庆中秋快乐
$赣锋锂业(SZ002460)$$天齐锂业(09696)$$宁德时代(SZ300750)$"
355087138,2025-09-30 10:38,93,59,0,13/101,https://xueqiu.com/5243796549/355087138,这个不就是变相承认自己是挖锂矿了吗? $赣锋锂业(SZ002460)$$天齐锂业(SZ002466)...,这个不就是变相承认自己是挖锂矿了吗? $赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$$宁德时代(SZ300750)$
354908394,2025-09-29 11:25,74,30,0,13/101,https://xueqiu.com/5243796549/354908394,回复@成府路一号: 确定是合法经营？可能大家都觉得能开工生产的都是合法经营吧。 且不说矿产法，就说开...,"回复@成府路一号: 确定是合法经营？可能大家都觉得能开工生产的都是合法经营吧。
且不说矿产法，就说开的瓷土矿证，去提锂，这明显的超出经营范围了。综合利用没毛病，但是不能是主要收入来源，或者去更改经营范围，换证
$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$"
354824926,2025-09-28 17:37,56,10,1,13/101,https://xueqiu.com/5243796549/354824926,回复@纵横千里之外: 1、价格涨跌更多是供需关系，跟多少年下跌没关系，未来2-3年的需求问题，目前宁...,"回复@纵横千里之外: 1、价格涨跌更多是供需关系，跟多少年下跌没关系，未来2-3年的需求问题，目前宁德给的明年指引是50%，宁德自身在疯狂扩产，你说相信行业龙头，还是相信券商拍脑袋？这是真金白银的在花钱扩产。
赣锋和宁德还不存在直接竞争关系，因为赣锋份额小，级别达不到，赣锋能拿到行业一部分份额就可以了，宁德的份额目前国内今年是在下降的，可能和满产有关系，新的产能投产，份额会恢复的概率大。
2、赣锋的预期差显然不是看锂电池。所以什么技术竞争，技术创新之类的就不用过多的看了。赣锋电池这块说自己的软包厉害。
3、锂矿哪有潜在竞争对手一说。看赣锋还是看锂周期会更好一点。
$赣锋锂业(SZ002460)$$中矿资源(SZ002738)$$天齐锂业(SZ002466)$"
354809527,2025-09-28 14:40,320,160,10,14/101,https://xueqiu.com/5243796549/354809527,专栏锂电本周行业更新9-28 1、本周库存。 smm样本库存-706吨至136825吨，环比-0.1...,"专栏锂电本周行业更新9-28
1、本周库存。
smm样本库存-706吨至136825吨，环比-0.15%，冶炼厂-964至33492吨，下游+1398至60893吨，其他环节-1140至42440吨。
去库速度维持几百上千的节奏，下降的并不算多。有序下降，符合历史需求规律（过去2年的需求增速）。
2、排产。
目前9月份末，整体9月份环比8月份的增..."
354584483,2025-09-26 13:36,197,46,2,14/101,https://xueqiu.com/5243796549/354584483,本周碳酸锂库存继续小幅度下降。下降幅度并不算大，大概700多吨左右。 去库的范围还是上游冶炼厂加速去...,"本周碳酸锂库存继续小幅度下降。下降幅度并不算大，大概700多吨左右。
去库的范围还是上游冶炼厂加速去库，而下游的库存继续囤货为主，主要还是因为产能环比持续提高，维持安全库存。
实际上这一轮930的预期，大家也不用过多的在意，结果基本是敲定了（停）。另外上半年的时候有4个超级大的预期大家都没有预料到:
1。今年极致的需求，年初的时候，卖方普遍都认为今年的锂电池增量只有20%，从给宁德的业绩预期和行业的增速表就能看出来。但是实际上到现在大家也基本达成共识今年有40-50%的增速了。
2、新矿产法的减量。碳酸锂从下半年开始有盐湖和江西云母的减量，但是今年大家不仅仅没有计算这些减量，反而还有较大的增量。所以即使这块真的不停，实际上也没有太大的问题。明年供需反转这个只是锦上添花的事情。
3、手抓矿的疯狂，表外的数据目前看还是非常夸张，这个也是今年目前库存能维持住的关键。手抓矿集中地尼日利亚（天*主导）。当然现在有所控制。
就年初机构认为今年是最大过剩年，高达20-30w吨的过剩。但是实际上截止到目前，碳酸锂库存相比年初只增加了一点点。远达不到过剩的程度。
而且现在还在去库，到年底，可能还要回到年初的库存量，也就是今年单纯从成品库存来看，是紧平衡了。
4、技术迭代，产能利用率提高后的良率提升。
唯一没有预料到的就是需求炸裂后，产能的极致应用，导致各方面的产能效率提高，技术的更新，让高压密技术普及，产能提高后，良率会有提升，单1GWh用锂量有所下降。虽然是有所下降，产品也有所替代以前的产品，也没有说立马全替代。所以还是有个过程。
但是在这个过程的基础上，固态和半固态的用量也开始在慢慢的爬坡，这个对锂的用量是有明显提升的。
全行业目前平均下来，单1GWh用锂量正极材料+电解液应该是在610-630左右是较为适合的。这里面应该是计算了良率的问题。但是市场又没有考虑电池的良率问题，目前主流厂家的良率应该是88-95%左右，所以实际上折下来，算个92%的平均良率是适合的，最终实际上差异不大。
其他的周末再来细说。
$赣锋锂业(SZ002460)$$中矿资源(SZ002738)$$宁德时代(SZ300750)$
本周碳酸锂库存继续小幅度下降。下降幅度并不算大，大概700多吨左右。
去库的范围还是上游冶炼厂加速去库，而下游的库存继续囤货为主，主要还是因为产能环比持续提高，维持安全库存。
 实际上这一轮930的预期，大家也不用过多的在意，结果基本是敲定了（停）。另外上半年的时候有4个超级大..."
354583049,2025-09-26 11:22,37,8,0,14/101,https://xueqiu.com/5243796549/354583049,这个是不是就意味着之前是违规的？ 目前应该也停了？...,这个是不是就意味着之前是违规的？ 目前应该也停了？
354390682,2025-09-25 12:44,96,20,1,14/101,https://xueqiu.com/5243796549/354390682,这个上升的级别有点高了。看能不能发酵，不能每次管一下就抽风一下，要彻底形成标准。 $赣锋锂业(SZ0...,这个上升的级别有点高了。看能不能发酵，不能每次管一下就抽风一下，要彻底形成标准。 $赣锋锂业(SZ002460)$$宁德时代(SZ300750)$$中矿资源(SZ002738)$
354267560,2025-09-24 19:52,41,28,0,14/101,https://xueqiu.com/5243796549/354267560,回复@趋势de朋友: 确实用心了，这个矿如果后面有惊喜，又是那种低成本拿到高收益的投资项目，目前看性...,"回复@趋势de朋友: 确实用心了，这个矿如果后面有惊喜，又是那种低成本拿到高收益的投资项目，目前看性价比不错。
$中矿资源(SZ002738)$"
354156624,2025-09-24 11:02,162,224,9,14/101,https://xueqiu.com/5243796549/354156624,实际上最近想写篇文章，表达的主题是碳酸锂价格在1x万（大概还要测算一下多少可能是15w亦或者18w？...,"实际上最近想写篇文章，表达的主题是碳酸锂价格在1x万（大概还要测算一下多少可能是15w亦或者18w？）以下的时候，从本季度开始中矿的盈利将会是锂矿里面排名第一或者第二的（主业是锂矿的才有比较的逻辑）。但是这种主题对比了，又容易引战。
但是市场暂时没有给这个预期，之前行业向下的时候，大家认为是行业向下，亏的越多后面弹性越大。现在行业拐点要开始出现了，后面谁盈利更强，反而现在市场并没有太大的预期。
3季度就是第一个业绩拐点，大家成本谁低，产能谁更大，且能落地到业绩上面才是最主要的。
$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$$中矿资源(SZ002738)$
实际上最近想写篇文章，表达的主题是碳酸锂价格在1x万（大概还要测算一下多少可能是15w亦或者18w？）以下的时候，从本季度开始中矿的盈利将会是锂矿里面排名第一或者第二的（主业是锂矿的才有比较的逻辑）。但是这种主题对比了，又容易引战。
但是市场暂时没有给这个预期，之前行业向下的时候..."
354109404,2025-09-24 07:29,54,15,1,14/101,https://xueqiu.com/5243796549/354109404,这也行。$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$...,这也行。$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$
353908974,2025-09-23 07:37,37,5,0,14/101,https://xueqiu.com/5243796549/353908974,回复@xyryan: 为了写过剩而编的数据，现在卖方机构基本就是这样了，如果都客观一点，都能看出来已...,回复@xyryan: 为了写过剩而编的数据，现在卖方机构基本就是这样了，如果都客观一点，都能看出来已经出现拐点了$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$
353680050,2025-09-21 13:48,51,20,0,14/101,https://xueqiu.com/5243796549/353680050,回复@Somehacker: 按你说的锂不给估值，如果真是这样的话，那天齐，赣锋之前为什么值700-...,"回复@Somehacker: 按你说的锂不给估值，如果真是这样的话，那天齐，赣锋之前为什么值700-800e市值呢？
这里中矿如果300e都是铯铷的估值，就不仅仅是跟涨锂价的市值了。还有锂矿的自身市值。
$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$"
353674381,2025-09-21 12:38,343,90,8,14/101,https://xueqiu.com/5243796549/353674381,专栏锂矿本周行业更新9-20 1、巴西8月份锂精矿出口大幅度下降。 原因是Sigma Lithium...,"专栏锂矿本周行业更新9-20
1、巴西8月份锂精矿出口大幅度下降。
原因是Sigma Lithium的意外停运，该公司位于米纳斯吉拉斯州的Grota do Cirilo锂矿项目年产能达22万吨，原计划2025年扩产至40万吨，然而，由于收购谈判期间生产暂停。另外还有说法是环保审查与社区纠纷：巴西联邦检察院（MPF）在2025年9月指出，Sigma的Grot..."
353474306,2025-09-19 12:07,159,43,2,14/101,https://xueqiu.com/5243796549/353474306,本周库存端，周度库存环比减少981吨至137531吨，其中下游环比增加1216吨至59495吨，中间...,"本周库存端，周度库存环比减少981吨至137531吨，其中下游环比增加1216吨至59495吨，中间环节环比减少440吨至43580吨，上游环比减少1757吨至34456吨。
库存持续去库为主。碳酸锂空头最近有明显的减仓动作，临近930的节点不排除有少量多头配合部分平仓的空头向上打出一些价格空间来。
当然本周有传说江西7大家有部分企业已经无法在930节点完成储量数据文件，可能也是真完成不了，也可能是不想完成想拖，因为完成就意味着定性了。牌最终还是推给当地zf和部里了。
赣锋因为固态的逻辑成为锂矿行业领头羊，之前完全不给这块的估值，关键还是出东西，且产能最近因为储能，一直满产满消。
中矿的小金属逻辑现在不给估值，亦或者锂矿没给估值，这里同样需要锗，铜等产能落地，市场现在就有点不见兔子不撒鹰的。就跟赣锋一样，只会迟到，不会不认。
最后有一点的就是整个行业肯定是一荣俱荣，一损俱损的。
$赣锋锂业(SZ002460)$$宁德时代(SZ300750)$$中矿资源(SZ002738)$
本周库存端，周度库存环比减少981吨至137531吨，其中下游环比增加1216吨至59495吨，中间环节环比减少440吨至43580吨，上游环比减少1757吨至34456吨。
库存持续去库为主。碳酸锂空头最近有明显的减仓动作，临近930的节点不排除有少量多头配合部分平仓的空头向上打出一些价格空间来。
当然本..."
352751619,2025-09-15 22:09,227,129,11,14/101,https://xueqiu.com/5243796549/352751619,专栏宁德今明年增速指引超预期 今天宁德大涨的一个因素是宁德今年和明年的指引超预期了。 我们周末还在说...,"专栏宁德今明年增速指引超预期
今天宁德大涨的一个因素是宁德今年和明年的指引超预期了。
我们周末还在说1-8月份锂电池整体的出货增速超了全市场的预期，今年保守估计全球有望冲击2100GWh，正常数据显示的就是今年可以到2200-2300GWh。
宁德在2023年出货390GWh，对于全球1202GWh的出货量占比是32.5%。
而2024年出货..."
352752919,2025-09-15 22:02,40,9,0,14/101,https://xueqiu.com/5243796549/352752919,回复@散户孔乙己: 实际上他今年对比去年，在国内的市占率是下降了的。国内今年国轩和中创增速很快，大家...,回复@散户孔乙己: 实际上他今年对比去年，在国内的市占率是下降了的。国内今年国轩和中创增速很快，大家也在考虑性价比。
352619174,2025-09-15 10:24,45,19,2,14/101,https://xueqiu.com/5243796549/352619174,回复@挖矿的打工人: 锂电池今年增速40%-50%，而磷酸铁锂增速有60-70%，所以可能这个才是6...,"回复@挖矿的打工人: 锂电池今年增速40%-50%，而磷酸铁锂增速有60-70%，所以可能这个才是6f到现在有点供不应求的关键之一，极致的高增速让所谓的看上去过剩也不过如此。
现在的锂矿行业也有点这个意思，今年增速已经远超市场的预期，但是市场并未反馈这个。
$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$"
352565087,2025-09-14 20:58,63,47,1,14/101,https://xueqiu.com/5243796549/352565087,上周还有一件事情需要提一嘴的： 机构上周大幅度的唱多锂电池环节的六氟磷酸锂和电解液，逻辑就是供需平衡...,"上周还有一件事情需要提一嘴的：
机构上周大幅度的唱多锂电池环节的六氟磷酸锂和电解液，逻辑就是供需平衡，然后产品供不应求。个人因为这块跟踪的并没有那么紧，所以具体情况也不太清楚。不过记得上半年的时候，还说这个完全严重过剩，怎么突然到了现在就产能紧张，供不应求了呢？
另外这个玩意的产能建设到投产大概也只用9-15个月时间，周期非常短。即便这样，还是有大的头部卖方带货。
只能说明，在需求高增长的锂电池环节，当一个材料真从大家意识上的严重过剩到需求反转，可能只需要某个头部卖方的态度而已，加上某个头部的锂矿，控价惜售。
$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$$天赐材料(SZ002709)$
上周还有一件事情需要提一嘴的：
机构上周大幅度的唱多锂电池环节的六氟磷酸锂和电解液，逻辑就是供需平衡，然后产品供不应求。个人因为这块跟踪的并没有那么紧，所以具体情况也不太清楚。不过记得上半年的时候，还说这个完全严重过剩，怎么突然到了现在就产能紧张，供不应求了呢？
另外这..."
352552904,2025-09-14 17:52,57,12,0,14/101,https://xueqiu.com/5243796549/352552904,按照这个说法，那就是930，公司将开采的主矿品种确定性下来后，基本就是要立马停产了。$赣锋锂业(SZ...,按照这个说法，那就是930，公司将开采的主矿品种确定性下来后，基本就是要立马停产了。$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$
352546831,2025-09-14 16:32,265,145,8,14/101,https://xueqiu.com/5243796549/352546831,专栏锂矿本周行业更新9-14 行业消息： 1、本周最大的消息就是市场博弈枧下窝复工。 市场空头带节奏...,"专栏锂矿本周行业更新9-14
行业消息：
1、本周最大的消息就是市场博弈枧下窝复工。
市场空头带节奏，直接说马上11月份之前就要复工，带动碳酸锂期货大幅度跳空大跌。事件本身实际上就是宁德开了个复工大会，安排推动复工复产的工作安排，被有心的空头演变成即将复工的预期。
枧下窝因为减产停工，员工只发一半的..."
352347499,2025-09-12 14:34,33,16,0,14/101,https://xueqiu.com/5243796549/352347499,回复@赣锋科技: 你这说的是全球电池产量从去年的1545增加550到今年的2095GWh，明年只到2...,"回复@赣锋科技: 你这说的是全球电池产量从去年的1545增加550到今年的2095GWh，明年只到2550GWh？
目前从几个电池厂商的对未来2-3年的扩产情况来看，他们看的肯定不止这么一点。
个人觉得今年增速到2095基本是35%的增速，明年即使差一点，也有25-30%的增速。"
